ds,yhat,yhat_lower,yhat_upper
2015-01-02,36.4119096310615,15.983558869183266,54.61483483927557
2015-01-05,35.37500840708183,17.26115801768953,54.87733970920491
2015-01-06,35.194589654956935,14.78150643367351,54.94433725799646
2015-01-07,35.209030289393915,15.37819461959573,52.36581425835994
2015-01-08,34.99691293811208,16.78014149075331,53.72154805214265
2015-01-09,35.0588438522424,16.899553069314337,53.50813391188282
2015-01-12,34.65868701312649,17.175487818628792,53.379957218444915
2015-01-13,34.71228748460849,15.567139455149508,52.80585178201152
2015-01-14,34.96691224987391,16.426221267718365,53.448753491999675
2015-01-15,34.99809870339912,15.839382750272673,52.78788780719065
2015-01-16,35.30332209390458,16.608246750272837,53.865973058088
2015-01-20,35.86655397977673,16.40026892813509,54.69967672678892
2015-01-21,36.31739195206622,20.05016304003996,55.575507954043054
2015-01-22,36.526545056806775,17.38370012826088,56.64705524896085
2015-01-23,36.98892300076412,19.094393834161504,56.70795270829125
2015-01-26,37.61152112000032,18.91488759142891,56.139362034959916
2015-01-27,37.93024330981517,19.05808193996441,56.86864032867841
2015-01-28,38.405000242231964,20.67234579086628,57.76017680402947
2015-01-29,38.60782791556119,19.67397976246344,56.80697502413809
2015-01-30,39.03327668403403,20.341004768991326,58.08150915123945
2015-02-02,39.363668575539315,18.716852833525184,56.670061724499234
2015-02-03,39.527191535717044,20.58194686481904,56.75488791578514
2015-02-04,39.8201409881479,21.060869284284784,59.55915356010173
2015-02-05,39.816474103256,20.866922736889283,58.66376473340272
2015-02-06,40.013001707583705,21.8982177821348,57.645105811417274
2015-02-09,39.549221008585214,21.615616904157047,58.470405364401714
2015-02-10,39.4225601533964,20.90835756941908,57.34302946348809
2015-02-11,39.41828456688609,21.629019776448846,57.94700611276762
2015-02-12,39.11398691765397,20.773193251271607,56.74570890638557
2015-02-13,39.01019767232928,21.13099279254769,57.728447940632236
2015-02-17,37.296190908296566,18.300615739432484,55.66449836060436
2015-02-18,37.04841877226277,17.96031759543334,55.87418818791263
2015-02-19,36.52221621982335,17.47895138282945,55.76929726240292
2015-02-20,36.22101566049275,17.986192176658847,53.362869529306586
2015-02-23,34.47443756624595,15.11997518671159,53.0279207116893
2015-02-24,34.00864157419148,15.692229434396147,52.37193255845104
2015-02-25,33.717252459008016,15.036542362761883,51.32547044273775
2015-02-26,33.18155527518186,14.44228992854214,51.53786996385666
2015-02-27,32.90503093693001,14.36359128573103,51.145667705662895
2015-03-02,31.430801769180185,12.358867387034422,50.56730034918575
2015-03-03,31.117317997102923,12.62985127020901,50.89313424965286
2015-03-04,31.005608486074788,11.644532973003642,49.07975626274065
2015-03-05,30.674313519561395,12.478410612911524,49.44760717808287
2015-03-06,30.62391730741082,10.173180855103245,50.76031775037848
2015-03-09,29.92418679654974,10.433375946361986,47.73320910929202
2015-03-10,29.888451820226372,12.684021704862873,48.218339567444495
2015-03-11,30.057743781172093,11.6593222170469,48.930206323492904
2015-03-12,30.00672678028218,12.063863702672723,49.73709189176966
2015-03-13,30.23196480549754,12.193840155807868,48.18330968807528
2015-03-16,30.294259716962394,10.710202346701553,47.91695032002013
2015-03-17,30.479724246126256,12.444359333731201,48.62183801539301
2015-03-18,30.848991605429813,11.318702313103692,48.89088919157659
2015-03-19,30.974398953119398,12.352840720881083,49.23772346236286
2015-03-20,31.350615337104248,11.579121608294509,49.32702377063339
2015-03-23,31.701258277858734,12.814096692546734,49.44078251080108
2015-03-24,31.926457294714425,13.05060801857184,50.86283040290937
2015-03-25,32.30774468397834,12.133743101679938,50.2528656947333
2015-03-26,32.418465504221885,13.256181113405699,51.61653678435001
2015-03-27,32.75474851506166,13.698529967658772,49.84757181451519
2015-03-30,32.854752541901576,13.901431136099097,52.25270355790397
2015-03-31,32.96137756987475,13.77927561793278,51.7049027380294
2015-04-01,33.21153896453356,15.022453582735377,52.79404185519569
2015-04-02,33.181837816331594,14.168169276747642,52.2702565931505
2015-04-06,33.030700576543666,15.528761860985963,50.96907461227421
2015-04-07,33.00047834388166,14.22125431532307,51.96135129236394
2015-04-08,33.12388850981721,15.048730367584119,53.21625399566681
2015-04-09,32.98018153957539,15.494381136071087,51.92571901049455
2015-04-10,33.07118744548303,14.71221608854998,51.58980448256745
2015-04-13,32.54212776248398,15.371051626479069,50.49293446601383
2015-04-14,32.48961170042091,14.392930212643964,52.17327389674982
2015-04-15,32.611962630242544,13.281307363627889,50.41606034699275
2015-04-16,32.48844403965826,12.485424249880294,52.32979351285276
2015-04-17,32.62049990622742,13.328906425272153,51.71219213662667
2015-04-20,32.330349946164006,12.99253458578454,51.30307936981893
2015-04-21,32.391278292953274,13.873604065641759,52.2274250197067
2015-04-22,32.64089692084991,13.70509693386872,51.30894794412461
2015-04-23,32.65629638508611,15.351882515074733,51.719338932933496
2015-04-24,32.93659716939203,14.874702847285938,51.917099144308416
2015-04-27,33.1226834975368,14.638771685332655,52.688545123098386
2015-04-28,33.34463739954477,16.463809465097956,51.856064052368914
2015-04-29,33.7524404921465,15.679226081234184,53.0896147696272
2015-04-30,33.92096153997457,12.69372700031664,52.74749101924546
2015-05-01,34.3472628215622,14.797466674783662,52.26551710443903
2015-05-04,34.911108923734716,14.387632035916257,54.168899325967466
2015-05-05,35.234238585063,16.362030797896892,54.277654284572044
2015-05-06,35.729150203950454,17.59560954886939,56.21629193339153
2015-05-07,35.970090602534725,18.328614756817846,54.69289990153764
2015-05-08,36.45376204261474,18.83080885699786,53.73412378567542
2015-05-11,37.09955158119307,17.727410138185004,55.148831405803804
2015-05-12,37.42111946696531,19.690851460266444,56.42461572493115
2015-05-13,37.9011202814559,19.69949122708612,55.23321562046618
2015-05-14,38.11470561916463,18.593446685847375,55.29796794663507
2015-05-15,38.55961471086626,19.819921713822662,57.263835839660565
2015-05-18,39.03248099145397,19.9155737948163,57.62253161133251
2015-05-19,39.281767262565026,19.966163563632374,57.41450495750572
2015-05-20,39.68435390092817,20.121239766629262,57.574417439651015
2015-05-21,39.81670188994632,20.092415609028887,58.67693604861526
2015-05-22,40.177832353932274,21.988346275318104,58.220627059979954
2015-05-26,40.563384368651306,23.248226426913916,60.607966911345194
2015-05-27,40.88687070645741,21.988355324687745,59.46204059304755
2015-05-28,40.94404989801003,22.455927211574053,60.78075130372007
2015-05-29,41.23476260222866,23.331603498195136,60.470798402661806
2015-06-01,41.27744087948972,22.157809100225357,59.86470060362817
2015-06-02,41.39982674855223,20.420512225717538,59.06605268108651
2015-06-03,41.68624708040803,21.992838434567417,59.63436670576382
2015-06-04,41.71443217170645,24.108403090771215,60.75191586502172
2015-06-05,41.984522555273756,23.979619297579656,61.748606871614534
2015-06-08,42.017470105792526,23.952950257665965,61.209203973184884
2015-06-09,42.15424259716382,24.48489987478181,60.42384351485614
2015-06-10,42.463783782015305,24.060292954458937,59.28032813472158
2015-06-11,42.52364011574993,25.07575665458755,62.10624062642597
2015-06-12,42.833669390397084,23.06600843875265,62.18805888492378
2015-06-15,43.03159610888422,24.58455938214128,60.50832060056219
2015-06-16,43.23635730407136,25.08869870257653,62.35501351951351
2015-06-17,43.61905313412481,24.476604433465322,63.00993824892228
2015-06-18,43.756245881306185,24.869129488931407,63.505226789716055
2015-06-19,44.146687775484025,26.17709662296375,63.43659710185049
2015-06-22,44.59156278412892,25.84392027643581,63.79666919159217
2015-06-23,44.87580448891188,26.43089601209455,64.51747583756297
2015-06-24,45.33400112712283,27.183007782903456,64.26472942359065
2015-06-25,45.54110350214581,26.458646095649204,64.09340181917916
2015-06-26,45.994236144931484,27.48460151343592,65.2894971637798
2015-06-29,46.56794316873635,28.075204989121143,65.3516169244527
2015-06-30,46.87040524934659,27.12144541987088,66.56557147046718
2015-07-01,47.33225076201446,27.443312077120016,66.11183200125447
2015-07-02,47.52733993396194,28.333007721789468,67.33680808682865
2015-07-06,48.335287649753376,29.794326519611932,66.81535766352705
2015-07-07,48.53901256780206,28.673287630330336,68.26275753399293
2015-07-08,48.88500032801283,30.733538130182115,66.53690126509083
2015-07-09,48.94788930666604,29.52289652680634,67.33757876038173
2015-07-10,49.2250024775974,30.174450824167486,67.65536357820434
2015-07-13,49.089846775847455,30.534575359789986,67.68181005556077
2015-07-14,49.101812853547564,31.101058749902815,67.23987478697113
2015-07-15,49.25041106141542,30.41270163162564,70.3239057661871
2015-07-16,49.11285450769897,30.554951180716564,68.64251975451388
2015-07-17,49.1891682602149,29.853698625789917,68.32287817541814
2015-07-20,48.47739737343872,29.66303434923849,67.57791585247017
2015-07-21,48.31498408924079,29.84896991344263,66.10968745125665
2015-07-22,48.30250761454771,29.55499612626652,67.79912175262413
2015-07-23,48.01956974753042,29.426321092378423,67.01320344976862
2015-07-24,47.9683487919159,29.136340378386386,67.09802494614527
2015-07-27,46.99811785144684,27.43760591858506,65.40475304974552
2015-07-28,46.794870419805,27.319190694145462,65.2538610151006
2015-07-29,46.765213780367375,28.93544345383106,64.69643895747983
2015-07-30,46.48872337442042,27.707352903462237,64.40171006135543
2015-07-31,46.467125877286705,27.73592279037616,63.989436489250146
2015-08-03,45.71408280790313,26.203045577708615,63.71081332554395
2015-08-04,45.62048356731422,26.19033987239535,63.87428200030315
2015-08-05,45.71547578459917,26.447806018824217,63.91321912900497
2015-08-06,45.57602438905243,26.05114070811403,64.00151570377535
2015-08-07,45.701023323272985,27.48024507119224,64.07362372815287
2015-08-10,45.414639318571545,28.14936392411104,64.98803172352972
2015-08-11,45.47509742971429,26.153606133969983,63.844889119462586
2015-08-12,45.718242157902154,26.79851357054273,65.20801626911789
2015-08-13,45.71811357365449,27.521133926805796,66.01253129972946
2015-08-14,45.970874442086505,29.01194248124557,65.10223799727315
2015-08-17,45.97506286178511,27.706261689309404,63.64272297131812
2015-08-18,46.09530816453649,26.868065871900484,64.07521978069504
2015-08-19,46.37754437561606,28.12627083088303,65.24974029261281
2015-08-20,46.395114203398556,28.620773567176837,66.19177309504475
2015-08-21,46.64389654885668,28.328403890303694,65.44230928437162
2015-08-24,46.509354403052726,28.174006091643204,64.82108644227831
2015-08-25,46.544103112102675,28.339102317413086,64.88023280255679
2015-08-26,46.72359091490982,27.800533118180013,65.06408703671258
2015-08-27,46.623031549873794,27.906206037227737,65.2182193604966
2015-08-28,46.740411691942235,28.29087335150945,66.10942590360226
2015-08-31,46.15560423169106,26.9284575234996,65.80048686559907
2015-09-01,46.02990324916741,26.98057916685503,65.40449579649714
2015-09-02,46.04796979286984,28.131056383831336,65.01443210313661
2015-09-03,45.78768112822557,27.37484368900155,64.03314441512073
2015-09-04,45.74913082718343,25.907760708352345,65.50531353916459
2015-09-08,44.49298428121812,25.179426153266945,62.97281841167462
2015-09-09,44.402159940489405,24.463175390668688,63.94458782293823
2015-09-10,44.04604534084233,24.35518543734822,63.5412542335482
2015-09-11,43.92560200784946,25.800510357584034,61.99989580965005
2015-09-14,42.756738566415834,23.806894270989947,62.17194114165777
2015-09-15,42.484804898931095,22.991638949782917,61.5770585925306
2015-09-16,42.382339375899626,24.605331612378095,60.80430523079172
2015-09-17,42.02720634924296,22.77821450667919,60.85256335984184
2015-09-18,41.91950989194693,23.607267041449493,60.99997192086608
2015-09-21,40.84968299273542,20.833716392501298,57.254686383145035
2015-09-22,40.62760269152075,23.074939097452752,58.92881505499919
2015-09-23,40.58173700674081,22.000296019901295,59.09875741770093
2015-09-24,40.289031498085606,22.162764538071944,58.61172046615765
2015-09-25,40.24876354185703,22.201438841504892,59.84835746652713
2015-09-28,39.40470197782919,21.667030018107727,58.72656529642402
2015-09-29,39.26417829364363,21.397646854732745,58.42724569674451
2015-09-30,39.30259170655545,19.890977537461,56.89910584351596
2015-10-01,39.09682162186141,19.73513059046557,57.46893365187447
2015-10-02,39.14619044863642,21.659452609049943,58.41177063701167
2015-10-05,38.58897433907658,20.033077476835757,55.17727571724587
2015-10-06,38.55088483774541,19.791488111898317,57.28549366931869
2015-10-07,38.695604452351205,19.454149994397813,57.77358072392369
2015-10-08,38.600258416613144,18.50181141283894,57.368641664521846
2015-10-09,38.76435627343139,19.709895378007523,57.36762417489085
2015-10-12,38.577642492484955,20.81528886435782,58.09377376051225
2015-10-13,38.67138457081247,20.4150716667702,56.834335794782405
2015-10-14,38.9515270875768,19.83391070350943,57.51686866483013
2015-10-15,38.99462018655606,20.026965758281857,57.35939332312507
2015-10-16,39.299441732033635,21.02510748647685,58.787898544775864
