ds,yhat,yhat_lower,yhat_upper
2015-10-19,39.53908441146005,20.4124082138993,58.509036985546544
2015-10-20,39.77252756732708,20.414743096918947,57.64276039883137
2015-10-21,40.18900662799797,21.16570807668296,60.81989481508923
2015-10-22,40.36368238763819,22.67806752765011,57.926832680185136
2015-10-23,40.79392113828425,23.31653466563618,58.85768659439611
2015-10-26,41.35906769009345,23.761818936163202,60.17723320440941
2015-10-27,41.67986744087972,23.794771037706095,59.014340586785124
2015-10-28,42.171309015110005,23.62112098730376,61.183406829269046
2015-10-29,42.40769901291384,23.635400068949707,61.88817867647626
2015-10-30,42.88574513865021,23.56465355512631,61.319771554443086
2015-11-02,43.50761540964,25.447728372076575,61.67225636486976
2015-11-03,43.81852975844818,24.691678163998194,61.96584602461519
2015-11-04,44.286352502358184,26.72909148750472,63.4298585327738
2015-11-05,44.486145847175514,25.40475479034287,62.4783879338802
2015-11-06,44.91559464017749,26.23988626641695,63.88201223058306
2015-11-09,45.33231106481542,27.826954527094248,65.00535701649534
2015-11-10,45.56002772612162,27.722368009410726,64.80403007912652
2015-11-11,45.939996057310594,26.428797299795388,63.9965561395455
2015-11-12,46.049006922847546,26.663192535843358,65.04760925112558
2015-11-13,46.38647037347248,27.82357741189968,66.8023566322739
2015-11-16,46.53636552446614,30.073582132270886,64.82178187849966
2015-11-17,46.68306717454992,27.309056330079354,65.3932626463128
2015-11-18,46.988015533563136,30.103063280435176,66.20083465130311
2015-11-19,47.028912995390655,28.051619883913194,65.02891593681746
2015-11-20,47.30584276424442,30.748513067783872,66.05303501019361
2015-11-23,47.32247551753499,27.322582418571262,65.14818406564692
2015-11-24,47.440493261536744,29.58265785283865,66.2772061232416
2015-11-25,47.72378465754596,28.53687507222981,67.08389975297882
2015-11-27,48.015674264438346,28.17581506150751,66.05751208584275
2015-11-30,48.01788196119539,30.260558784814567,67.84232695401592
2015-12-01,48.13158190376916,29.417317173643116,67.09699593404821
2015-12-02,48.40805562155555,29.443782654549857,66.42810257155213
2015-12-03,48.42246954332296,29.929183710509108,65.46553496557429
2015-12-04,48.67220426770219,29.962514455667954,67.08047541109447
2015-12-07,48.574962727391664,29.810039220420002,66.97870518977919
2015-12-08,48.63510952700279,30.00736764233924,67.31729341362275
2015-12-09,48.84635402648314,30.329079772953904,69.45760958373145
2015-12-10,48.783357678054486,29.859372623833163,67.84094214082512
2015-12-11,48.943279453545195,29.66807782567603,66.82283908160693
2015-12-14,48.504457390348016,30.38493101562294,67.61311099419095
2015-12-15,48.42897114964425,29.899798965806376,67.33963173592899
2015-12-16,48.495570453871856,30.224004908947613,66.91902510891767
2015-12-17,48.28045304262104,31.109712193956586,67.10406243844713
2015-12-18,48.282557079469285,30.244921030522562,68.62755315158132
2015-12-21,47.35688037026437,29.45370611170796,65.47046430166348
2015-12-22,47.12230559618446,29.16310859505704,66.06724695845254
2015-12-23,47.035470744761604,29.003123051457976,65.623186243249
2015-12-24,46.67504943539138,26.13371892823025,65.60164731374864
2015-12-28,45.29889896015855,27.131390702001294,65.35863647373466
2015-12-29,44.994015958539165,26.020424194854495,64.52788768891061
2015-12-30,44.85758954742481,26.064894893188132,61.70546502437643
2015-12-31,44.46964105647019,25.05893863955037,64.01744505102607
2016-01-04,43.220056199936074,25.275175310875877,63.417136108211984
2016-01-05,43.00702942764934,24.55393331149799,62.03659152850044
2016-01-06,42.98573341889916,25.2546552971187,64.22347976020659
2016-01-07,42.73516944247271,25.041123710496446,62.6394091868465
2016-01-08,42.756406484528306,22.81624009750516,62.57236623797187
2016-01-11,42.22584000235905,23.419819233119487,59.38379648344687
2016-01-12,42.23504034853774,25.052010812214075,60.36775067334726
2016-01-13,42.44576046574122,23.52033671566576,61.306281942672
2016-01-14,42.434120628559185,24.99971754520015,61.75376128455726
2016-01-15,42.698172445993414,24.53801505563505,61.65697269246245
2016-01-19,43.124139623036285,24.093067820832715,61.26116476004694
2016-01-20,43.54997137065866,24.96564216778111,61.214897924698846
2016-01-21,43.738681206138985,25.39321677583951,61.826792255346994
2016-01-22,44.18551028607421,26.14628366980663,62.83502836732901
2016-01-25,44.793242523432596,25.625907370427665,63.18259502645785
2016-01-26,45.118082488512115,26.4192805658373,64.45111981786152
2016-01-27,45.60456182409628,27.464503297006132,63.76280732128571
2016-01-28,45.82465124699891,25.41904257264581,64.26706170145458
2016-01-29,46.27276455870859,25.844040616969306,64.71587218530425
2016-02-01,46.701155214528185,28.340626185947542,66.30334608655397
2016-02-02,46.90620949081961,28.28014718655795,64.22751404011554
2016-02-03,47.24440013571795,27.95316367185066,64.3002188737499
2016-02-04,47.28916775496804,28.894769253030642,66.38930798875164
2016-02-05,47.53675923122842,29.261785156002762,66.7095083608933
2016-02-08,47.23574109521464,28.590019377087646,66.51657384317525
2016-02-09,47.16432193501171,28.52618950752439,66.72946495900287
2016-02-10,47.21464277303612,29.770898612209926,66.56607662311616
2016-02-11,46.96360916332806,27.83873820459946,66.18637238900791
2016-02-12,46.91107505657948,29.360521709950564,65.32217355297728
2016-02-16,45.369367429583754,26.340171191284163,64.18723148873546
2016-02-17,45.153683759402476,26.739737927236256,62.48697354136656
2016-02-18,44.65424131304488,26.45560854211258,65.37809768561918
2016-02-19,44.37412115687798,26.339000522543497,62.76839226025646
2016-02-22,42.65436493262788,23.86008763920296,62.156710121396856
2016-02-23,42.18500897657097,23.629658473535578,61.80115145994182
2016-02-24,41.88384760695394,24.219580571503,59.73890674650742
2016-02-25,41.332321161438976,21.795674565262694,61.52970872624816
2016-02-26,41.03415250674622,22.34931134965618,60.9959525479485
2016-02-29,39.46374519748678,20.084857200604826,57.80764328311575
2016-03-01,39.10937288712885,20.1367455883904,57.88192039912761
2016-03-02,38.95331376481139,21.16320898102112,58.156964651636116
2016-03-03,38.574858353775056,19.149063154951428,57.83894439255753
2016-03-04,38.475179196855564,19.560730994413124,57.660103718075646
2016-03-07,37.62208358664242,18.28350872254784,55.131336594865424
2016-03-08,37.53582339801673,18.89420691199071,55.78454457490648
2016-03-09,37.65607830259067,19.013069164038257,56.302682013857336
2016-03-10,37.55818470883328,18.590081259663663,56.63696501375953
2016-03-11,37.73933521813924,18.523877400659565,56.40934125082016
2016-03-14,37.6915195374251,17.98881082941888,56.46274523784309
2016-03-15,37.84911951981054,18.93384984987671,56.82320379974905
2016-03-16,38.19546919092677,21.480961058954083,57.911693602356515
2016-03-17,38.303091286743374,20.284639888653654,57.48121994848075
2016-03-18,38.666748998379525,20.38872901884631,57.22632219844663
2016-03-21,39.01064115945231,20.26885037466875,59.023347701581116
2016-03-22,39.243309483013874,19.9621417022544,58.37586186207133
2016-03-23,39.636424377577406,22.35102080297574,58.104628974668515
2016-03-24,39.76291887111777,21.143667915169488,58.63691615562276
2016-03-28,40.2915366496085,22.04727328965517,58.64849446124925
2016-03-29,40.42564741735764,20.907635857409968,57.68453180496944
2016-03-30,40.703817478280364,21.863170672525886,59.18669997453998
2016-03-31,40.702023979039566,20.35646684103347,59.20596157543733
2016-04-01,40.91914239865008,21.39679035486147,60.09508887711013
2016-04-04,40.64981982946072,21.35213263906,60.460147238651416
2016-04-05,40.63857748634565,21.93283860398078,60.12133101153532
2016-04-06,40.77782156267202,21.696866974358766,59.21469832933705
2016-04-07,40.64649355322384,22.15862552959982,59.22133097097572
2016-04-08,40.74618727472562,22.608182983549295,58.98468132535949
2016-04-11,40.219820339884855,21.207994732919563,59.320635835680655
2016-04-12,40.16038402259919,21.058703432285153,59.364667492592176
2016-04-13,40.272075563731015,23.18125394368603,59.22520653078446
2016-04-14,40.134362562390564,22.095436493818692,59.99303490133655
2016-04-15,40.24895362068857,19.873546604890834,58.89567836622173
2016-04-18,39.890189905604025,18.970576182970248,57.895134063195336
2016-04-19,39.92416986759464,21.4978412084902,57.69454421987025
2016-04-20,40.145532706523554,21.637404598425743,58.86157328733443
2016-04-21,40.131828345418924,21.873954471800605,59.08254459191992
2016-04-22,40.38263765007349,20.281861946235296,60.47954991259568
2016-04-25,40.48236282365738,21.363508129696378,60.252409353252276
2016-04-26,40.67760465338887,22.931651318969948,58.53150533159556
2016-04-27,41.06034035346893,22.59459193487919,59.456928795066915
2016-04-28,41.20574465843552,20.086045512827575,59.53746708024921
2016-04-29,41.61114118351931,23.805045466575283,60.04637264312258
2016-05-02,42.12744089148543,22.743829077546902,59.83984904058481
2016-05-03,42.44016470195286,23.619570481709495,61.681736237789494
2016-05-04,42.92746476041836,23.004773166994884,61.49647282464604
2016-05-05,43.16356300356432,24.853900559800426,61.94353869540121
2016-05-06,43.6450950086243,24.728134557773195,63.094613127887236
2016-05-09,44.29947120789762,26.28212179863802,62.8235077425056
2016-05-10,44.62834887588965,26.17977718797346,62.95680131036147
2016-05-11,45.117547773427695,24.96797664219015,64.77911248772314
2016-05-12,45.34199337501727,26.553937504427736,64.93371380213081
2016-05-13,45.79918888856182,27.18671828973281,66.03687660928638
2016-05-16,46.315053413191855,27.131280406220178,66.21673721072594
2016-05-17,46.579920182996545,27.98367831324448,63.44932417918933
2016-05-18,46.99832680906101,29.469525262800303,66.19295493128863
2016-05-19,47.1465179062284,27.91094604986625,65.70856302295469
2016-05-20,47.52331034112687,28.602146644293494,65.9752949841547
2016-05-23,47.78577014258034,29.580476163201123,66.80456294602693
2016-05-24,47.96609351650697,28.70062411062873,66.7939652950513
2016-05-25,48.30175788282301,30.998041198982396,67.74670790113485
2016-05-26,48.370003098011786,29.447410911746484,67.6195585791709
2016-05-27,48.670563947773914,29.292539715718192,68.00034149182119
2016-05-31,48.86117569988208,30.09849231922145,69.22416103729414
2016-06-01,49.150214227321214,29.920259104506613,67.82342981490478
2016-06-02,49.17943065426634,29.56193835654842,66.80515906502549
2016-06-03,49.4489485292597,31.440230411356687,67.21094142830103
2016-06-06,49.47060239558148,30.89286474513757,69.61472903261105
2016-06-07,49.60051378303233,30.957135294138943,67.21507328869146
2016-06-08,49.90173762898442,31.200675891751978,70.67785390090691
2016-06-09,49.951904865092885,31.421163323967864,69.23379712168389
2016-06-10,50.25097891801973,32.41697984763116,69.8348116838419
2016-06-13,50.40983449230076,32.58288554623218,70.55788234070336
2016-06-14,50.60008149901516,31.573741367176346,67.79829364406784
2016-06-15,50.96786326209933,32.9930955673708,68.83346517656986
2016-06-16,51.089981112662954,33.32505803842569,69.4444768648158
2016-06-17,51.46544510580003,33.24593672738839,69.79425172774202
2016-06-20,51.86876894482664,33.06604623918477,70.73108414375787
2016-06-21,52.14126962170862,34.446766143027524,73.44537297712434
2016-06-22,52.589279334717055,32.79814393960736,71.60988332107323
2016-06-23,52.788042793079335,35.35614002962221,70.19590546348294
2016-06-24,53.234966623688464,33.87070872454063,72.03412475992793
2016-06-27,53.80534436278589,34.28651975283554,73.19459770748334
2016-06-28,54.112490674431044,34.89727014473268,72.95814294272733
2016-06-29,54.58217264936064,35.83301254158575,72.18649256033352
2016-06-30,54.78833726742317,35.383914516342614,72.95901335750428
2016-07-01,55.22725520075481,36.25768778507586,73.82289078588666
2016-07-05,55.90331095614058,37.97315404266449,74.90175876742528
2016-07-06,56.278621001068274,38.289738428411525,74.91460108372152
2016-07-07,56.373147245246294,36.38404397069804,74.45689366222082
2016-07-08,56.68386060159062,38.15782258716173,75.29950436217017
2016-07-11,56.65710489897071,36.085910571193345,74.6402488094627
2016-07-12,56.70617211686633,38.07692827429212,75.97688816643787
2016-07-13,56.891514153581326,37.09903907871233,74.83267560823872
2016-07-14,56.78982311169449,38.860969669461994,74.38462576766173
2016-07-15,56.90060579656657,40.25583568765325,75.17443230782332
2016-07-18,56.278932643586394,38.40624804857678,73.98123533704991
2016-07-19,56.140626231117714,39.10112520874246,75.50962628448792
2016-07-20,56.14865883909614,38.445405515998246,74.93005855841018
2016-07-21,55.88233488292588,35.794959275146304,74.31721580507813
2016-07-22,55.84360102522978,37.869606886824464,75.0167538435108
2016-07-25,54.88484700349408,35.51501658796188,72.90191320488469
2016-07-26,54.676742177624746,35.84431620469359,72.66052877636255
2016-07-27,54.63807257897484,35.60917825337745,74.01821146519504
2016-07-28,54.34864084768653,35.394028757167874,72.10531243349331
2016-07-29,54.310473282134836,34.04973817646473,72.05422583129914
2016-08-01,53.48990632141482,34.89822199395665,71.85918792656152
2016-08-02,53.36944769693936,34.721565719020155,72.67560921672494
2016-08-03,53.436299163744174,34.75366819657587,72.43076076994149
2016-08-04,53.26800102565414,34.57952626256707,72.91714101025262
2016-08-05,53.364032733155256,33.95326095716858,71.68609257848298
2016-08-08,52.99578831999876,33.521574788934316,72.22451036958913
2016-08-09,53.03245202478802,33.69525475871324,72.44301646716255
2016-08-10,53.25436269691078,34.700317772469404,71.7338756915577
2016-08-11,53.23597383377981,33.38101438267601,73.37768172492268
2016-08-12,53.473800323077654,34.95308705286162,72.6781175462721
2016-08-15,53.45562152689985,34.60787900133563,72.46208701881692
2016-08-16,53.57634381031516,34.223127721448854,71.79758546949527
2016-08-17,53.86305873878008,34.48442987192662,72.38755682441138
2016-08-18,53.88901672640295,35.67987210301272,71.52353746939379
2016-08-19,54.149932698832835,34.56295667692638,72.41478747629492
2016-08-22,54.071660753545686,35.06599204807446,72.63758229518317
2016-08-23,54.13064902949402,35.83527685605833,72.38015553683135
2016-08-24,54.33644055648023,35.37415213224684,71.8924763783576
2016-08-25,54.263797955587975,35.11914024024665,72.27599261847962
2016-08-26,54.41024076226565,35.23927153785108,72.65383729803408
2016-08-29,53.91479418122636,36.06801931196838,72.48252380779033
2016-08-30,53.81809334497644,35.15040996107626,72.91692454793382
2016-08-31,53.864069855984695,35.748934384263436,72.40168990083627
2016-09-01,53.66332063856312,34.96778402545828,71.97793446611364
2016-09-02,53.6825287648952,35.49582071631812,73.18189062294694
2016-09-06,52.63484158636853,33.20648496492075,70.78682006936204
2016-09-07,52.58975246500162,33.52929845608046,70.66028674954714
2016-09-08,52.27670788315274,33.495097750537994,69.42676078401036
2016-09-09,52.196697397839245,32.557170181208384,71.63586109827233
2016-09-12,51.13419312684855,30.913500866168988,70.26177323542419
2016-09-13,50.89318891228015,30.179588369805742,69.79332406185914
2016-09-14,50.81967771440497,31.413167145114247,69.41875198271465
2016-09-15,50.491716911648105,31.2778396785901,68.89826761595118
2016-09-16,50.40960816576592,32.53736934033622,69.22549136774089
2016-09-19,49.408949963675,31.439256815485667,67.44287382140908
2016-09-20,49.20797226266421,30.48855126823878,68.22033006740988
2016-09-21,49.18247564674317,30.000098149426137,68.61112431288383
2016-09-22,48.90951731370437,31.382337531933725,67.17449249487629
2016-09-23,48.88846062703813,28.787808422506266,68.50332418065258
2016-09-26,48.099287883879576,28.45585271479119,66.51899496294531
2016-09-27,47.976180485920366,30.666721134624154,67.77969515031009
2016-09-28,48.03153518622707,29.186344699854015,65.94220169958416
2016-09-29,47.84218619947198,29.564043130083533,65.85599630812959
2016-09-30,47.90740070989097,30.358011845362523,66.21441997649103
2016-10-03,47.39367191933017,29.372367093168997,66.47721891444962
2016-10-04,47.3685506113181,28.973586564567086,66.4171905889026
2016-10-05,47.52541425745144,29.950493083856692,67.8653722028988
2016-10-06,47.44137870461474,28.87127466341224,65.1001695652558
2016-10-07,47.61596752303545,27.85574196581226,66.13829079310099
2016-10-10,47.45635795527383,28.586990586704374,65.11307155205469
2016-10-11,47.55800802472151,30.40858311250515,66.66606499261302
2016-10-12,47.84573396150076,27.887546308742635,67.07838558550884
2016-10-13,47.89627124324324,29.19291406636583,66.76394728408346
